REF_DATE,GEO,DGUID,Inequality measures (5),Coordinate,Year (2):2020[1],Symbol,Year (2):2015[2],Symbol
2021,Wabamun 133A,2021A00054811806,Total - Population in private households,4384.1,980,,1595,
2021,Wabamun 133A,2021A00054811806,Gini index on adjusted household market income,4384.2,0.626,,0.533,
2021,Wabamun 133A,2021A00054811806,Gini index on adjusted household total income,4384.3,0.291,,0.366,
2021,Wabamun 133A,2021A00054811806,Gini index on adjusted household after-tax income,4384.4,0.289,,0.350,
2021,Wabamun 133A,2021A00054811806,P90/P10 ratio on adjusted household after-tax income,4384.5,4.2,,6.4,
2021,Wabamun 133B,2021A00054811807,Total - Population in private households,4385.1,,x,0,...
2021,Wabamun 133B,2021A00054811807,Gini index on adjusted household market income,4385.2,,x,0,...
2021,Wabamun 133B,2021A00054811807,Gini index on adjusted household total income,4385.3,,x,0,...
2021,Wabamun 133B,2021A00054811807,Gini index on adjusted household after-tax income,4385.4,,x,0,...
2021,Wabamun 133B,2021A00054811807,P90/P10 ratio on adjusted household after-tax income,4385.5,,x,0,...
2021,Division No. 12,2021A00034812,Total - Population in private households,4386.1,65985,,65730,
2021,Division No. 12,2021A00034812,Gini index on adjusted household market income,4386.2,0.438,,0.435,
2021,Division No. 12,2021A00034812,Gini index on adjusted household total income,4386.3,0.322,,0.378,
2021,Division No. 12,2021A00034812,Gini index on adjusted household after-tax income,4386.4,0.284,,0.341,
2021,Division No. 12,2021A00034812,P90/P10 ratio on adjusted household after-tax income,4386.5,3.8,,4.9,
2021,Cold Lake,2021A00054812002,Total - Population in private households,4387.1,15345,,14825,
2021,Cold Lake,2021A00054812002,Gini index on adjusted household market income,4387.2,0.367,,0.354,
2021,Cold Lake,2021A00054812002,Gini index on adjusted household total income,4387.3,0.290,,0.323,
2021,Cold Lake,2021A00054812002,Gini index on adjusted household after-tax income,4387.4,0.255,,0.288,
2021,Cold Lake,2021A00054812002,P90/P10 ratio on adjusted household after-tax income,4387.5,3.3,,3.6,
2021,Bonnyville No. 87,2021A00054812004,Total - Population in private households,4388.1,12795,,12660,
2021,Bonnyville No. 87,2021A00054812004,Gini index on adjusted household market income,4388.2,0.403,,0.417,
2021,Bonnyville No. 87,2021A00054812004,Gini index on adjusted household total income,4388.3,0.314,,0.373,
2021,Bonnyville No. 87,2021A00054812004,Gini index on adjusted household after-tax income,4388.4,0.277,,0.339,
2021,Bonnyville No. 87,2021A00054812004,P90/P10 ratio on adjusted household after-tax income,4388.5,3.7,,4.7,
2021,Bonnyville,2021A00054812009,Total - Population in private households,4389.1,6220,,5880,
2021,Bonnyville,2021A00054812009,Gini index on adjusted household market income,4389.2,0.410,,0.398,
2021,Bonnyville,2021A00054812009,Gini index on adjusted household total income,4389.3,0.294,,0.351,
2021,Bonnyville,2021A00054812009,Gini index on adjusted household after-tax income,4389.4,0.260,,0.318,
2021,Bonnyville,2021A00054812009,P90/P10 ratio on adjusted household after-tax income,4389.5,3.4,,4.2,
2021,Bonnyville Beach,2021A00054812011,Total - Population in private households,4390.1,,x,,x
2021,Bonnyville Beach,2021A00054812011,Gini index on adjusted household market income,4390.2,,x,,x
2021,Bonnyville Beach,2021A00054812011,Gini index on adjusted household total income,4390.3,,x,,x
2021,Bonnyville Beach,2021A00054812011,Gini index on adjusted household after-tax income,4390.4,,x,,x
2021,Bonnyville Beach,2021A00054812011,P90/P10 ratio on adjusted household after-tax income,4390.5,,x,,x
2021,Glendon,2021A00054812012,Total - Population in private households,4391.1,335,,490,
2021,Glendon,2021A00054812012,Gini index on adjusted household market income,4391.2,0.426,,0.368,
2021,Glendon,2021A00054812012,Gini index on adjusted household total income,4391.3,0.293,,0.300,
2021,Glendon,2021A00054812012,Gini index on adjusted household after-tax income,4391.4,0.264,,0.261,
2021,Glendon,2021A00054812012,P90/P10 ratio on adjusted household after-tax income,4391.5,3.7,,3.8,
2021,Pelican Narrows,2021A00054812013,Total - Population in private households,4392.1,,x,,x
2021,Pelican Narrows,2021A00054812013,Gini index on adjusted household market income,4392.2,,x,,x
2021,Pelican Narrows,2021A00054812013,Gini index on adjusted household total income,4392.3,,x,,x
2021,Pelican Narrows,2021A00054812013,Gini index on adjusted household after-tax income,4392.4,,x,,x
2021,Pelican Narrows,2021A00054812013,P90/P10 ratio on adjusted household after-tax income,4392.5,,x,,x
2021,St. Paul County No. 19,2021A00054812014,Total - Population in private households,4393.1,6240,,6020,
2021,St. Paul County No. 19,2021A00054812014,Gini index on adjusted household market income,4393.2,0.437,,0.437,
2021,St. Paul County No. 19,2021A00054812014,Gini index on adjusted household total income,4393.3,0.332,,0.375,
2021,St. Paul County No. 19,2021A00054812014,Gini index on adjusted household after-tax income,4393.4,0.295,,0.339,
2021,St. Paul County No. 19,2021A00054812014,P90/P10 ratio on adjusted household after-tax income,4393.5,3.6,,4.3,
2021,Elk Point,2021A00054812016,Total - Population in private households,4394.1,1320,,1345,
2021,Elk Point,2021A00054812016,Gini index on adjusted household market income,4394.2,0.407,,0.386,
2021,Elk Point,2021A00054812016,Gini index on adjusted household total income,4394.3,0.295,,0.333,
2021,Elk Point,2021A00054812016,Gini index on adjusted household after-tax income,4394.4,0.264,,0.301,
2021,Elk Point,2021A00054812016,P90/P10 ratio on adjusted household after-tax income,4394.5,3.6,,3.7,
2021,St. Paul,2021A00054812018,Total - Population in private households,4395.1,5575,,5450,
2021,St. Paul,2021A00054812018,Gini index on adjusted household market income,4395.2,0.449,,0.403,
2021,St. Paul,2021A00054812018,Gini index on adjusted household total income,4395.3,0.326,,0.329,
2021,St. Paul,2021A00054812018,Gini index on adjusted household after-tax income,4395.4,0.288,,0.296,
2021,St. Paul,2021A00054812018,P90/P10 ratio on adjusted household after-tax income,4395.5,3.5,,4.0,
2021,Horseshoe Bay,2021A00054812020,Total - Population in private households,4396.1,,x,,x
2021,Horseshoe Bay,2021A00054812020,Gini index on adjusted household market income,4396.2,,x,,x
2021,Horseshoe Bay,2021A00054812020,Gini index on adjusted household total income,4396.3,,x,,x
2021,Horseshoe Bay,2021A00054812020,Gini index on adjusted household after-tax income,4396.4,,x,,x
2021,Horseshoe Bay,2021A00054812020,P90/P10 ratio on adjusted household after-tax income,4396.5,,x,,x
2021,Smoky Lake County,2021A00054812022,Total - Population in private households,4397.1,3800,,4025,
2021,Smoky Lake County,2021A00054812022,Gini index on adjusted household market income,4397.2,0.517,,0.494,
2021,Smoky Lake County,2021A00054812022,Gini index on adjusted household total income,4397.3,0.344,,0.392,
2021,Smoky Lake County,2021A00054812022,Gini index on adjusted household after-tax income,4397.4,0.306,,0.352,
2021,Smoky Lake County,2021A00054812022,P90/P10 ratio on adjusted household after-tax income,4397.5,4.2,,4.9,
2021,Vilna,2021A00054812024,Total - Population in private households,4398.1,,x,255,
2021,Vilna,2021A00054812024,Gini index on adjusted household market income,4398.2,,x,0.536,
2021,Vilna,2021A00054812024,Gini index on adjusted household total income,4398.3,,x,0.376,
2021,Vilna,2021A00054812024,Gini index on adjusted household after-tax income,4398.4,,x,0.332,
2021,Vilna,2021A00054812024,P90/P10 ratio on adjusted household after-tax income,4398.5,,x,5.5,
2021,Waskatenau,2021A00054812026,Total - Population in private households,4399.1,,x,,x
2021,Waskatenau,2021A00054812026,Gini index on adjusted household market income,4399.2,,x,,x
2021,Waskatenau,2021A00054812026,Gini index on adjusted household total income,4399.3,,x,,x
2021,Waskatenau,2021A00054812026,Gini index on adjusted household after-tax income,4399.4,,x,,x
2021,Waskatenau,2021A00054812026,P90/P10 ratio on adjusted household after-tax income,4399.5,,x,,x
2021,Smoky Lake,2021A00054812029,Total - Population in private households,4400.1,885,,855,
2021,Smoky Lake,2021A00054812029,Gini index on adjusted household market income,4400.2,0.519,,0.473,
2021,Smoky Lake,2021A00054812029,Gini index on adjusted household total income,4400.3,0.348,,0.364,
2021,Smoky Lake,2021A00054812029,Gini index on adjusted household after-tax income,4400.4,0.304,,0.329,
2021,Smoky Lake,2021A00054812029,P90/P10 ratio on adjusted household after-tax income,4400.5,3.7,,4.4,
2021,Lac la Biche County,2021A00054812037,Total - Population in private households,4401.1,7575,,8265,
2021,Lac la Biche County,2021A00054812037,Gini index on adjusted household market income,4401.2,0.429,,0.444,
2021,Lac la Biche County,2021A00054812037,Gini index on adjusted household total income,4401.3,0.323,,0.387,
2021,Lac la Biche County,2021A00054812037,Gini index on adjusted household after-tax income,4401.4,0.290,,0.348,
2021,Lac la Biche County,2021A00054812037,P90/P10 ratio on adjusted household after-tax income,4401.5,3.8,,4.8,
2021,Improvement District No. 349,2021A00054812038,Total - Population in private households,4402.1,,x,0,...
2021,Improvement District No. 349,2021A00054812038,Gini index on adjusted household market income,4402.2,,x,0,...
2021,Improvement District No. 349,2021A00054812038,Gini index on adjusted household total income,4402.3,,x,0,...
2021,Improvement District No. 349,2021A00054812038,Gini index on adjusted household after-tax income,4402.4,,x,0,...
2021,Improvement District No. 349,2021A00054812038,P90/P10 ratio on adjusted household after-tax income,4402.5,,x,0,...
2021,Unipouheos 121,2021A00054812802,Total - Population in private households,4403.1,875,,905,
2021,Unipouheos 121,2021A00054812802,Gini index on adjusted household market income,4403.2,0.591,,0.587,
2021,Unipouheos 121,2021A00054812802,Gini index on adjusted household total income,4403.3,0.255,,0.420,
2021,Unipouheos 121,2021A00054812802,Gini index on adjusted household after-tax income,4403.4,0.253,,0.410,
2021,Unipouheos 121,2021A00054812802,P90/P10 ratio on adjusted household after-tax income,4403.5,3.2,,9.4,
2021,Puskiakiwenin 122,2021A00054812804,Total - Population in private households,4404.1,565,,530,
2021,Puskiakiwenin 122,2021A00054812804,Gini index on adjusted household market income,4404.2,0.506,,0.542,
2021,Puskiakiwenin 122,2021A00054812804,Gini index on adjusted household total income,4404.3,0.284,,0.418,
2021,Puskiakiwenin 122,2021A00054812804,Gini index on adjusted household after-tax income,4404.4,0.281,,0.414,
2021,Puskiakiwenin 122,2021A00054812804,P90/P10 ratio on adjusted household after-tax income,4404.5,3.6,,10.4,
2021,Saddle Lake 125,2021A00054812806,Total - Population in private households,4405.1,,x,0,...
2021,Saddle Lake 125,2021A00054812806,Gini index on adjusted household market income,4405.2,,x,0,...
2021,Saddle Lake 125,2021A00054812806,Gini index on adjusted household total income,4405.3,,x,0,...
2021,Saddle Lake 125,2021A00054812806,Gini index on adjusted household after-tax income,4405.4,,x,0,...
2021,Saddle Lake 125,2021A00054812806,P90/P10 ratio on adjusted household after-tax income,4405.5,,x,0,...
2021,White Fish Lake 128,2021A00054812808,Total - Population in private households,4406.1,1075,,1300,
2021,White Fish Lake 128,2021A00054812808,Gini index on adjusted household market income,4406.2,0.517,,0.494,
2021,White Fish Lake 128,2021A00054812808,Gini index on adjusted household total income,4406.3,0.290,,0.370,
2021,White Fish Lake 128,2021A00054812808,Gini index on adjusted household after-tax income,4406.4,0.284,,0.359,
2021,White Fish Lake 128,2021A00054812808,P90/P10 ratio on adjusted household after-tax income,4406.5,4.0,,6.8,
2021,Cold Lake 149,2021A00054812810,Total - Population in private households,4407.1,670,,670,
2021,Cold Lake 149,2021A00054812810,Gini index on adjusted household market income,4407.2,0.612,,0.552,
2021,Cold Lake 149,2021A00054812810,Gini index on adjusted household total income,4407.3,0.320,,0.445,
2021,Cold Lake 149,2021A00054812810,Gini index on adjusted household after-tax income,4407.4,0.319,,0.439,
2021,Cold Lake 149,2021A00054812810,P90/P10 ratio on adjusted household after-tax income,4407.5,3.9,,10.1,
2021,Kehewin 123,2021A00054812811,Total - Population in private households,4408.1,1030,,975,
2021,Kehewin 123,2021A00054812811,Gini index on adjusted household market income,4408.2,0.575,,0.575,
2021,Kehewin 123,2021A00054812811,Gini index on adjusted household total income,4408.3,0.306,,0.407,
2021,Kehewin 123,2021A00054812811,Gini index on adjusted household after-tax income,4408.4,0.304,,0.392,
2021,Kehewin 123,2021A00054812811,P90/P10 ratio on adjusted household after-tax income,4408.5,5.0,,10.3,
2021,Cold Lake 149A,2021A00054812813,Total - Population in private households,4409.1,,x,,x
2021,Cold Lake 149A,2021A00054812813,Gini index on adjusted household market income,4409.2,,x,,x
2021,Cold Lake 149A,2021A00054812813,Gini index on adjusted household total income,4409.3,,x,,x
2021,Cold Lake 149A,2021A00054812813,Gini index on adjusted household after-tax income,4409.4,,x,,x
2021,Cold Lake 149A,2021A00054812813,P90/P10 ratio on adjusted household after-tax income,4409.5,,x,,x
2021,Cold Lake 149B,2021A00054812815,Total - Population in private households,4410.1,,x,,x
2021,Cold Lake 149B,2021A00054812815,Gini index on adjusted household market income,4410.2,,x,,x
2021,Cold Lake 149B,2021A00054812815,Gini index on adjusted household total income,4410.3,,x,,x
2021,Cold Lake 149B,2021A00054812815,Gini index on adjusted household after-tax income,4410.4,,x,,x
2021,Cold Lake 149B,2021A00054812815,P90/P10 ratio on adjusted household after-tax income,4410.5,,x,,x
2021,Beaver Lake 131,2021A00054812828,Total - Population in private households,4411.1,400,,415,
2021,Beaver Lake 131,2021A00054812828,Gini index on adjusted household market income,4411.2,0.552,,0.624,
2021,Beaver Lake 131,2021A00054812828,Gini index on adjusted household total income,4411.3,0.280,,0.498,
2021,Beaver Lake 131,2021A00054812828,Gini index on adjusted household after-tax income,4411.4,0.273,,0.486,
2021,Beaver Lake 131,2021A00054812828,P90/P10 ratio on adjusted household after-tax income,4411.5,3.4,,9.0,
2021,Heart Lake 167,2021A00054812840,Total - Population in private households,4412.1,,x,,x
2021,Heart Lake 167,2021A00054812840,Gini index on adjusted household market income,4412.2,,x,,x
2021,Heart Lake 167,2021A00054812840,Gini index on adjusted household total income,4412.3,,x,,x
2021,Heart Lake 167,2021A00054812840,Gini index on adjusted household after-tax income,4412.4,,x,,x
2021,Heart Lake 167,2021A00054812840,P90/P10 ratio on adjusted household after-tax income,4412.5,,x,,x
2021,Division No. 13,2021A00034813,Total - Population in private households,4413.1,66200,,69065,
2021,Division No. 13,2021A00034813,Gini index on adjusted household market income,4413.2,0.440,,0.433,
2021,Division No. 13,2021A00034813,Gini index on adjusted household total income,4413.3,0.321,,0.366,
2021,Division No. 13,2021A00034813,Gini index on adjusted household after-tax income,4413.4,0.284,,0.328,
2021,Division No. 13,2021A00034813,P90/P10 ratio on adjusted household after-tax income,4413.5,3.7,,4.5,
2021,Lac Ste. Anne County,2021A00054813001,Total - Population in private households,4414.1,10670,,10715,
2021,Lac Ste. Anne County,2021A00054813001,Gini index on adjusted household market income,4414.2,0.434,,0.418,
2021,Lac Ste. Anne County,2021A00054813001,Gini index on adjusted household total income,4414.3,0.319,,0.349,
2021,Lac Ste. Anne County,2021A00054813001,Gini index on adjusted household after-tax income,4414.4,0.284,,0.313,
2021,Lac Ste. Anne County,2021A00054813001,P90/P10 ratio on adjusted household after-tax income,4414.5,3.8,,4.4,
2021,Mayerthorpe,2021A00054813002,Total - Population in private households,4415.1,1095,,1180,
2021,Mayerthorpe,2021A00054813002,Gini index on adjusted household market income,4415.2,0.482,,0.448,
2021,Mayerthorpe,2021A00054813002,Gini index on adjusted household total income,4415.3,0.311,,0.351,
2021,Mayerthorpe,2021A00054813002,Gini index on adjusted household after-tax income,4415.4,0.277,,0.315,
2021,Mayerthorpe,2021A00054813002,P90/P10 ratio on adjusted household after-tax income,4415.5,3.8,,4.9,
2021,Nakamun Park,2021A00054813003,Total - Population in private households,4416.1,,x,,x
2021,Nakamun Park,2021A00054813003,Gini index on adjusted household market income,4416.2,,x,,x
2021,Nakamun Park,2021A00054813003,Gini index on adjusted household total income,4416.3,,x,,x
2021,Nakamun Park,2021A00054813003,Gini index on adjusted household after-tax income,4416.4,,x,,x
2021,Nakamun Park,2021A00054813003,P90/P10 ratio on adjusted household after-tax income,4416.5,,x,,x
2021,Val Quentin,2021A00054813005,Total - Population in private households,4417.1,,x,,x
2021,Val Quentin,2021A00054813005,Gini index on adjusted household market income,4417.2,,x,,x
2021,Val Quentin,2021A00054813005,Gini index on adjusted household total income,4417.3,,x,,x
2021,Val Quentin,2021A00054813005,Gini index on adjusted household after-tax income,4417.4,,x,,x
2021,Val Quentin,2021A00054813005,P90/P10 ratio on adjusted household after-tax income,4417.5,,x,,x
2021,West Cove,2021A00054813006,Total - Population in private households,4418.1,,x,,x
2021,West Cove,2021A00054813006,Gini index on adjusted household market income,4418.2,,x,,x
2021,West Cove,2021A00054813006,Gini index on adjusted household total income,4418.3,,x,,x
2021,West Cove,2021A00054813006,Gini index on adjusted household after-tax income,4418.4,,x,,x
2021,West Cove,2021A00054813006,P90/P10 ratio on adjusted household after-tax income,4418.5,,x,,x
2021,Yellowstone,2021A00054813007,Total - Population in private households,4419.1,,x,,x
2021,Yellowstone,2021A00054813007,Gini index on adjusted household market income,4419.2,,x,,x
2021,Yellowstone,2021A00054813007,Gini index on adjusted household total income,4419.3,,x,,x
2021,Yellowstone,2021A00054813007,Gini index on adjusted household after-tax income,4419.4,,x,,x
2021,Yellowstone,2021A00054813007,P90/P10 ratio on adjusted household after-tax income,4419.5,,x,,x
2021,Ross Haven,2021A00054813008,Total - Population in private households,4420.1,,x,,x
2021,Ross Haven,2021A00054813008,Gini index on adjusted household market income,4420.2,,x,,x
2021,Ross Haven,2021A00054813008,Gini index on adjusted household total income,4420.3,,x,,x
2021,Ross Haven,2021A00054813008,Gini index on adjusted household after-tax income,4420.4,,x,,x
2021,Ross Haven,2021A00054813008,P90/P10 ratio on adjusted household after-tax income,4420.5,,x,,x
2021,Castle Island,2021A00054813009,Total - Population in private households,4421.1,,x,0,...
2021,Castle Island,2021A00054813009,Gini index on adjusted household market income,4421.2,,x,0,...
2021,Castle Island,2021A00054813009,Gini index on adjusted household total income,4421.3,,x,0,...
2021,Castle Island,2021A00054813009,Gini index on adjusted household after-tax income,4421.4,,x,0,...
2021,Castle Island,2021A00054813009,P90/P10 ratio on adjusted household after-tax income,4421.5,,x,0,...
2021,Silver Sands,2021A00054813010,Total - Population in private households,4422.1,,x,,x
2021,Silver Sands,2021A00054813010,Gini index on adjusted household market income,4422.2,,x,,x
2021,Silver Sands,2021A00054813010,Gini index on adjusted household total income,4422.3,,x,,x
2021,Silver Sands,2021A00054813010,Gini index on adjusted household after-tax income,4422.4,,x,,x
2021,Silver Sands,2021A00054813010,P90/P10 ratio on adjusted household after-tax income,4422.5,,x,,x
2021,Sunset Point,2021A00054813011,Total - Population in private households,4423.1,255,,,x
2021,Sunset Point,2021A00054813011,Gini index on adjusted household market income,4423.2,0.396,,,x
2021,Sunset Point,2021A00054813011,Gini index on adjusted household total income,4423.3,0.300,,,x
2021,Sunset Point,2021A00054813011,Gini index on adjusted household after-tax income,4423.4,0.264,,,x
2021,Sunset Point,2021A00054813011,P90/P10 ratio on adjusted household after-tax income,4423.5,4.3,,,x
2021,Alberta Beach,2021A00054813012,Total - Population in private households,4424.1,855,,1015,
2021,Alberta Beach,2021A00054813012,Gini index on adjusted household market income,4424.2,0.427,,0.446,
2021,Alberta Beach,2021A00054813012,Gini index on adjusted household total income,4424.3,0.300,,0.358,
2021,Alberta Beach,2021A00054813012,Gini index on adjusted household after-tax income,4424.4,0.264,,0.320,
2021,Alberta Beach,2021A00054813012,P90/P10 ratio on adjusted household after-tax income,4424.5,3.6,,5.3,
2021,Birch Cove,2021A00054813013,Total - Population in private households,4425.1,,x,,x
2021,Birch Cove,2021A00054813013,Gini index on adjusted household market income,4425.2,,x,,x
2021,Birch Cove,2021A00054813013,Gini index on adjusted household total income,4425.3,,x,,x
2021,Birch Cove,2021A00054813013,Gini index on adjusted household after-tax income,4425.4,,x,,x
2021,Birch Cove,2021A00054813013,P90/P10 ratio on adjusted household after-tax income,4425.5,,x,,x
2021,Onoway,2021A00054813014,Total - Population in private households,4426.1,900,,955,
2021,Onoway,2021A00054813014,Gini index on adjusted household market income,4426.2,0.424,,0.400,
2021,Onoway,2021A00054813014,Gini index on adjusted household total income,4426.3,0.285,,0.330,
2021,Onoway,2021A00054813014,Gini index on adjusted household after-tax income,4426.4,0.254,,0.300,
2021,Onoway,2021A00054813014,P90/P10 ratio on adjusted household after-tax income,4426.5,3.2,,4.0,
2021,South View,2021A00054813015,Total - Population in private households,4427.1,,x,,x
2021,South View,2021A00054813015,Gini index on adjusted household market income,4427.2,,x,,x
2021,South View,2021A00054813015,Gini index on adjusted household total income,4427.3,,x,,x
2021,South View,2021A00054813015,Gini index on adjusted household after-tax income,4427.4,,x,,x
2021,South View,2021A00054813015,P90/P10 ratio on adjusted household after-tax income,4427.5,,x,,x
2021,Sandy Beach,2021A00054813016,Total - Population in private households,4428.1,270,,275,
2021,Sandy Beach,2021A00054813016,Gini index on adjusted household market income,4428.2,0.388,,0.440,
2021,Sandy Beach,2021A00054813016,Gini index on adjusted household total income,4428.3,0.268,,0.380,
2021,Sandy Beach,2021A00054813016,Gini index on adjusted household after-tax income,4428.4,0.242,,0.344,
2021,Sandy Beach,2021A00054813016,P90/P10 ratio on adjusted household after-tax income,4428.5,3.2,,4.7,
2021,Sunrise Beach,2021A00054813017,Total - Population in private households,4429.1,,x,,x
2021,Sunrise Beach,2021A00054813017,Gini index on adjusted household market income,4429.2,,x,,x
2021,Sunrise Beach,2021A00054813017,Gini index on adjusted household total income,4429.3,,x,,x
2021,Sunrise Beach,2021A00054813017,Gini index on adjusted household after-tax income,4429.4,,x,,x
2021,Sunrise Beach,2021A00054813017,P90/P10 ratio on adjusted household after-tax income,4429.5,,x,,x
2021,Barrhead County No. 11,2021A00054813018,Total - Population in private households,4430.1,5870,,6285,
2021,Barrhead County No. 11,2021A00054813018,Gini index on adjusted household market income,4430.2,0.409,,0.416,
2021,Barrhead County No. 11,2021A00054813018,Gini index on adjusted household total income,4430.3,0.304,,0.352,
2021,Barrhead County No. 11,2021A00054813018,Gini index on adjusted household after-tax income,4430.4,0.273,,0.315,
2021,Barrhead County No. 11,2021A00054813018,P90/P10 ratio on adjusted household after-tax income,4430.5,3.5,,4.0,
2021,Barrhead,2021A00054813019,Total - Population in private households,4431.1,3995,,4240,
2021,Barrhead,2021A00054813019,Gini index on adjusted household market income,4431.2,0.444,,0.443,
2021,Barrhead,2021A00054813019,Gini index on adjusted household total income,4431.3,0.295,,0.340,
2021,Barrhead,2021A00054813019,Gini index on adjusted household after-tax income,4431.4,0.259,,0.304,
2021,Barrhead,2021A00054813019,P90/P10 ratio on adjusted household after-tax income,4431.5,3.3,,3.8,
2021,Westlock County,2021A00054813028,Total - Population in private households,4432.1,6805,,6975,
2021,Westlock County,2021A00054813028,Gini index on adjusted household market income,4432.2,0.442,,0.455,
2021,Westlock County,2021A00054813028,Gini index on adjusted household total income,4432.3,0.322,,0.384,
2021,Westlock County,2021A00054813028,Gini index on adjusted household after-tax income,4432.4,0.284,,0.348,
2021,Westlock County,2021A00054813028,P90/P10 ratio on adjusted household after-tax income,4432.5,3.6,,4.3,
2021,Woodlands County,2021A00054813029,Total - Population in private households,4433.1,4560,,4750,
2021,Woodlands County,2021A00054813029,Gini index on adjusted household market income,4433.2,0.416,,0.412,
2021,Woodlands County,2021A00054813029,Gini index on adjusted household total income,4433.3,0.327,,0.369,
2021,Woodlands County,2021A00054813029,Gini index on adjusted household after-tax income,4433.4,0.291,,0.334,
2021,Woodlands County,2021A00054813029,P90/P10 ratio on adjusted household after-tax income,4433.5,4.0,,4.6,
2021,Whitecourt,2021A00054813030,Total - Population in private households,4434.1,9860,,10080,
2021,Whitecourt,2021A00054813030,Gini index on adjusted household market income,4434.2,0.391,,0.371,
2021,Whitecourt,2021A00054813030,Gini index on adjusted household total income,4434.3,0.297,,0.334,
2021,Whitecourt,2021A00054813030,Gini index on adjusted household after-tax income,4434.4,0.264,,0.302,
2021,Whitecourt,2021A00054813030,P90/P10 ratio on adjusted household after-tax income,4434.5,3.5,,4.1,
2021,Westlock,2021A00054813031,Total - Population in private households,4435.1,4660,,4765,
2021,Westlock,2021A00054813031,Gini index on adjusted household market income,4435.2,0.476,,0.451,
2021,Westlock,2021A00054813031,Gini index on adjusted household total income,4435.3,0.313,,0.342,
2021,Westlock,2021A00054813031,Gini index on adjusted household after-tax income,4435.4,0.277,,0.305,
2021,Westlock,2021A00054813031,P90/P10 ratio on adjusted household after-tax income,4435.5,3.4,,4.0,
2021,Clyde,2021A00054813032,Total - Population in private households,4436.1,415,,430,
2021,Clyde,2021A00054813032,Gini index on adjusted household market income,4436.2,0.410,,0.426,
2021,Clyde,2021A00054813032,Gini index on adjusted household total income,4436.3,0.254,,0.334,
2021,Clyde,2021A00054813032,Gini index on adjusted household after-tax income,4436.4,0.222,,0.299,
2021,Clyde,2021A00054813032,P90/P10 ratio on adjusted household after-tax income,4436.5,2.8,,4.9,
2021,Larkspur,2021A00054813033,Total - Population in private households,4437.1,,x,,x
2021,Larkspur,2021A00054813033,Gini index on adjusted household market income,4437.2,,x,,x
2021,Larkspur,2021A00054813033,Gini index on adjusted household total income,4437.3,,x,,x
2021,Larkspur,2021A00054813033,Gini index on adjusted household after-tax income,4437.4,,x,,x
2021,Larkspur,2021A00054813033,P90/P10 ratio on adjusted household after-tax income,4437.5,,x,,x
2021,Thorhild County,2021A00054813036,Total - Population in private households,4438.1,2975,,3190,
2021,Thorhild County,2021A00054813036,Gini index on adjusted household market income,4438.2,0.481,,0.464,
2021,Thorhild County,2021A00054813036,Gini index on adjusted household total income,4438.3,0.350,,0.386,
2021,Thorhild County,2021A00054813036,Gini index on adjusted household after-tax income,4438.4,0.310,,0.345,
2021,Thorhild County,2021A00054813036,P90/P10 ratio on adjusted household after-tax income,4438.5,4.1,,5.0,
2021,Athabasca County,2021A00054813044,Total - Population in private households,4439.1,6800,,7655,
2021,Athabasca County,2021A00054813044,Gini index on adjusted household market income,4439.2,0.429,,0.428,
2021,Athabasca County,2021A00054813044,Gini index on adjusted household total income,4439.3,0.328,,0.367,
2021,Athabasca County,2021A00054813044,Gini index on adjusted household after-tax income,4439.4,0.290,,0.329,
2021,Athabasca County,2021A00054813044,P90/P10 ratio on adjusted household after-tax income,4439.5,4.0,,4.8,
2021,Mewatha Beach,2021A00054813045,Total - Population in private households,4440.1,,x,,x
2021,Mewatha Beach,2021A00054813045,Gini index on adjusted household market income,4440.2,,x,,x
2021,Mewatha Beach,2021A00054813045,Gini index on adjusted household total income,4440.3,,x,,x
2021,Mewatha Beach,2021A00054813045,Gini index on adjusted household after-tax income,4440.4,,x,,x
2021,Mewatha Beach,2021A00054813045,P90/P10 ratio on adjusted household after-tax income,4440.5,,x,,x
2021,Boyle,2021A00054813046,Total - Population in private households,4441.1,775,,800,
2021,Boyle,2021A00054813046,Gini index on adjusted household market income,4441.2,0.472,,0.427,
2021,Boyle,2021A00054813046,Gini index on adjusted household total income,4441.3,0.312,,0.343,
2021,Boyle,2021A00054813046,Gini index on adjusted household after-tax income,4441.4,0.276,,0.304,
2021,Boyle,2021A00054813046,P90/P10 ratio on adjusted household after-tax income,4441.5,3.7,,4.4,
2021,Sunset Beach,2021A00054813047,Total - Population in private households,4442.1,,x,,x
2021,Sunset Beach,2021A00054813047,Gini index on adjusted household market income,4442.2,,x,,x
2021,Sunset Beach,2021A00054813047,Gini index on adjusted household total income,4442.3,,x,,x
2021,Sunset Beach,2021A00054813047,Gini index on adjusted household after-tax income,4442.4,,x,,x
2021,Sunset Beach,2021A00054813047,P90/P10 ratio on adjusted household after-tax income,4442.5,,x,,x
2021,Athabasca,2021A00054813048,Total - Population in private households,4443.1,2615,,2810,
2021,Athabasca,2021A00054813048,Gini index on adjusted household market income,4443.2,0.452,,0.422,
2021,Athabasca,2021A00054813048,Gini index on adjusted household total income,4443.3,0.330,,0.360,
2021,Athabasca,2021A00054813048,Gini index on adjusted household after-tax income,4443.4,0.288,,0.322,
2021,Athabasca,2021A00054813048,P90/P10 ratio on adjusted household after-tax income,4443.5,3.8,,4.8,
2021,Island Lake,2021A00054813049,Total - Population in private households,4444.1,,x,,x
